TMA_PA_Manggarai (cm),C.H. Bogor (mm),C.H. Depok (mm),C.H. Manggarai (mm)
590,0,0,0
590,0,0,0.1
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
580,0,0,0
580,0.1,0,0
580,0,0.1,0
580,0.1,0.1,0
580,0.1,0,0
580,0.2,0,0
580,0.3,0,0.1
580,0.1,0,0.1
580,0.1,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0.1
580,0.1,0,0.1
580,0.1,0,0.1
580,0.1,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0.1,0
580,0.1,0.1,0
580,0.1,0,0
580,0.1,0,0
580,0.1,0.1,0
580,0,0.1,0
580,0,0,0
580,0,0,0.2
580,0,0.1,0
580,0,0,0
580,0,0.1,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0.1
580,0,0,0
580,0,0,0
595,0,0,0
615,0,0,0
625,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0.1,0.1,0
625,0.1,0.1,0.1
620,0,0,0
620,0,0,0
615,0.1,0.1,0
615,0.1,0,0
610,0.1,0.1,0
610,0.1,0,0
605,0.1,0.1,0.1
600,0,0.1,0.1
600,0,0.2,0
595,0,0,0.1
595,0,0,0.1
615,0.1,0,0
640,0,0,0
650,0,0,0
645,0,0,0
640,0,0,0
625,0,0,0
620,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
620,0,0,0
620,0.1,0.1,0
620,0.1,0.1,0
615,0.1,0.1,0
610,1,0.1,0.1
600,2.2,0.1,0
600,8,0.6,0.5
600,2.6,3.6,2.4
590,0.5,2.4,0.3
590,0.4,0.4,0.3
590,1.1,1,0.7
630,0.2,1.2,0.2
630,0,1.1,0
680,0,0.3,0
710,0,0,0
720,0,0,0.1
715,0,0,0
700,0,0,0
690,0.1,0,0
695,0,0,0.1
715,0,0,0
740,0,0,0
750,0,0,0
740,0,0,0
735,0,0,0
720,0.1,0.1,0
705,0.1,0,0
690,0,0.1,0
685,0.2,0.1,0.1
675,0.1,0.1,0
665,4,0.9,2.1
655,1.3,1.3,0
645,1.8,0.5,0.1
640,0.5,0.1,0.4
635,0.4,0,0.3
635,0.1,0,0.1
630,0,0.1,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
620,0,0,0
630,0,0,0
635,0,0,0
640,0,0,0
635,0,0,0
630,0.1,0,0
625,0,0,0
625,0.6,0.3,0.2
620,0.2,0.5,0.4
615,1.3,0.5,0.8
615,0.3,0,0.3
610,0.1,0,0.2
610,0.4,0,0.7
615,1.2,0,2.3
615,2.7,0.1,3.8
610,1.1,0.4,1.3
610,0,0.3,0.1
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0.1
680,0,0,0.1
745,0,0,0.2
770,0.3,0,0.8
775,0,0,0.5
770,0,0,0
755,0,0,0
735,0,0,0
720,0.1,0,0.1
700,0.1,0,0
690,0,0,0.1
680,0.1,0,0.1
670,1.9,1.5,2.2
650,2.1,0.3,0.9
640,0,0,0
635,0,0,0
635,0.1,0,0.3
635,0.2,0,0.9
625,0,0.2,0.1
625,0,0,0
620,0,0,0
620,0.1,0,0.1
620,0,0.1,0
635,0.1,0,0.2
670,0.1,0.3,0.2
700,0,0.2,0.1
710,0,0.3,0
710,0,0.1,0
720,0,0,0
710,0,0,0
700,0,0,0
685,0.1,0.1,0
670,2.6,0.1,0.7
660,1.5,0.4,0.2
650,1,0.1,0.1
640,0.1,0.1,0
640,0.1,0.3,0
630,0.6,0.1,0.6
620,0.4,0.2,0.4
620,0.2,0.1,0.2
620,0.1,0.1,0.2
630,0,0.1,0.1
675,0.4,0.2,0.2
715,0.2,0.2,0.4
750,0.3,0.1,0.6
760,0.1,0,0.1
745,0,0.1,0
730,0,0,0
700,0,0,0
690,0,0,0
680,0,0,0
660,0,0,0
660,0,0,0
660,0,0,0
655,0.2,0.1,0
655,0.1,0.2,0.1
655,0,0.2,0
665,0,0.2,0.1
690,0.1,0.1,0.1
690,0.1,0.2,0
680,0.7,0.4,0.8
670,0.2,0,0.2
660,0.1,0,0.1
650,0,0,0.1
640,0,0,0
640,0,0,0
640,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
620,0,0,0.1
620,0.1,0,0.1
615,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0,0
600,0,0,0
600,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
580,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0.1
590,0.1,0,0.1
590,0,0,0
590,0.1,0,0
590,0.3,0,0
590,1,0.4,0
590,0.5,0.1,0
590,0.3,0.2,0.5
590,0.2,0,0.1
590,0.1,0,0
590,0,0,0
590,0,0,0.1
590,0,0,0.1
590,0,0,0.1
590,0,0,0.1
590,0.1,0,0.1
590,0.1,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.2,0.1,0.1
590,0.2,0.1,0.1
590,0.1,0.2,0.2
590,0.7,0.2,0.6
590,0.5,0.1,0.4
590,0.3,0.2,0.1
620,0.1,0.3,0.2
610,0.3,0.6,0.2
605,0.8,0.4,1.4
600,1,0.5,0.7
595,0.6,0.3,1
590,0.6,0.4,1
590,0.5,0.3,0.5
590,0.1,0.1,0.1
590,0,0,0
610,0,0,0
660,0.1,0,0
700,0,0,0
740,0,0,0
755,0,0,0
780,0,0,0
790,0,0,0
800,0,0,0
795,0,0,0
790,0.1,0.1,0.1
780,0.1,0.2,0.2
760,0,0.2,0
740,0.1,0.2,0
720,1.2,0.2,0.9
705,1.4,0.9,0.1
690,2.5,0.4,0.6
680,1.8,1.2,2
670,0.1,0.1,0.1
660,0,0,0
650,0,0,0
645,0,0,0
645,0,0,0
640,0,0,0
640,0,0,0
635,0,0,0.1
635,0,0,0.1
635,0,0,0.1
640,0,0,0
640,0,0,0
645,0,0,0
645,0,0,0
640,0,0,0
640,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
615,0,0.1,0
615,0,0,0
615,0.2,0,0
615,0.1,0,0
610,0.3,0,0
610,0.1,0,0
610,0.1,0,0.2
610,0.3,0,0.2
610,0.4,0.1,0.1
610,0.3,0.1,0
610,0.1,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0.1
605,0.1,0,0
605,0,0,0
605,0,0,0
605,0.1,0,0
605,0.1,0,0
600,0.1,0,0
600,0,0,0
600,0.2,0,0.1
600,0.3,0.1,0.1
605,0.2,0.2,0.1
605,0.5,0.3,0.5
605,0.5,0.2,0.4
605,0.3,0.1,0.3
605,0.1,0.1,0
605,0,0.1,0
605,0,0.1,0
605,0,0.1,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
595,0,0,0
600,0,0,0.1
610,0.1,0,0.1
610,0.1,0,0
605,0.1,0,0.1
600,0.1,0,0.1
600,0.1,0,0
600,0,0,0
600,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0.1,0,0
580,0.3,0,0.1
580,0.3,0,0.1
580,0.1,0.2,0.1
580,0.3,0.2,0
580,0.3,0,0
580,0.2,0,0
580,0.2,0,0
580,0.1,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
600,0,0,0
600,0.1,0.1,0.1
605,0,0,0
600,1,0.1,0.8
600,0.4,0.4,0.2
590,0.3,0.3,0.2
590,1,0.1,1.3
595,0.1,0.1,0.3
600,0.1,0,0
600,0,0.1,0
600,0,0.1,0
595,0.1,0.1,0.1
595,0,0,0.1
595,0,0,0
595,0,0,0
590,0,0.1,0.1
590,0,0,0
610,0,0,0
685,0,0,0
720,0,0,0
740,0,0,0
750,0,0,0
740,0.2,0,0.2
730,0,0.1,0
720,0.1,0.2,0
705,1.9,0.1,0.5
690,4.1,0.2,0.7
680,2.2,2.6,0.6
665,5.1,4.3,0.7
655,1.4,1.1,0.7
640,0.7,0.4,0.7
640,0.4,1.1,0.4
630,0.7,1,0.6
630,0.2,0.5,0.2
645,0,0.2,0.1
645,0,0,0.1
640,0,0,0.1
640,0.1,0,0.1
655,0.2,0,0.3
670,0,0,0
670,0,0,0
670,0,0,0
670,0,0,0
655,0,0,0
650,0,0,0
640,0,0,0
625,0,0,0
625,0.1,0,0
625,0.1,0.1,0.1
620,0.2,0.2,0.1
615,0.2,0.1,0.3
605,0,0.1,0
605,0.3,0.1,0.3
605,0.2,0.1,0.1
605,0.5,0,0.2
605,0.1,0.1,0.2
605,0.2,0.1,0.2
605,0.1,0.1,0.1
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
590,0,0,0
590,0,0,0
620,0,0,0
685,0,0,0
735,0,0,0
755,0,0,0
765,0,0,0
765,0,0,0
750,0,0,0
745,0.2,0,0.1
715,0.1,0.1,0.1
700,0.2,0.2,0
680,0.1,0.1,0.1
665,0,0,0
650,0.1,0,0.1
640,0.1,0,0
635,0.4,0,0
630,0.4,0.1,0.1
620,0.7,0.1,0.1
620,0.4,0.3,0.1
620,0.2,0.2,0.1
615,0,0.1,0
620,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0.2
610,0,0,0
605,0,0,0
605,0,0,0.1
605,0,0,0
605,0,0,0
610,0,0,0
610,0,0,0.1
605,0.2,0,0.1
605,0.1,0.1,0.1
605,0.2,0,0.1
605,0,0.1,0
600,0,0,0
600,0.1,0,0
600,0.7,0,0
600,0.2,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0,0
590,0.1,0,0
590,0.5,0,0.1
590,0.9,0,0.7
590,0.3,0,0.4
590,0.1,0,0
590,0,0,0
590,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0
580,0,0,0.1
580,0,0,0.1
580,0.1,0.1,0.2
580,0.1,0.1,0.1
580,0,0.1,0.2
580,1,0.2,0.1
590,0.1,0.2,0.2
590,1.8,0.2,1.8
590,0.9,0.1,0.3
590,4.7,0.5,2.3
590,5,0.3,1.2
590,0.4,0.1,0.3
590,0.2,0,0.4
590,0,0,0.4
590,0,0,0.4
590,0,0,0.2
590,0,0,0.1
590,0,0,0.2
590,0.1,0,0.3
590,0,0,0.2
590,0,0,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0,0.1
590,0.1,0,0.1
590,0.2,0,0.1
590,0,0,0.1
590,0.5,0.1,0.4
590,0.5,0.2,0.3
590,0.5,0.1,0.4
590,0.2,0.2,0.2
590,0,0.2,0
600,0.1,0.1,0
605,0.1,0,0
605,0,0,0
610,0,0,0
620,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
610,0,0,0
600,0,0,0
605,0,0,0
610,0,0,0
610,0.1,0,0
615,0.1,0.1,0
610,0.1,0.1,0
610,0.2,0.1,0.1
610,0.5,0.1,0.2
610,0.6,0,0.3
610,0.2,0,0
600,0.3,0,0.3
600,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
615,0,0,0
630,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
610,0,0,0
610,0.1,0,0
610,0.9,0,1.1
610,1.7,0,0.8
600,1,0.1,1.3
600,0.4,0.4,0.2
600,0.1,1.1,0.1
600,0,0,0
600,0,0,0.1
600,0.1,0,0.2
600,0,0,0.2
600,0.1,0,0.2
600,0.3,0,0.3
600,0.8,0,1.1
595,0.9,0,1
595,0.5,0,0.5
610,0.1,0,0.1
630,0,0,0
635,0,0,0
630,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0.1,0,0
610,0.1,0.1,0.1
610,0.3,0.1,0.1
610,0.3,0,0.1
605,0.4,0.1,0.3
605,0.4,0.1,0.3
600,2.1,0.5,2.1
600,0.8,0.6,1.9
600,1.9,0.8,1.8
600,0.7,1.2,1
595,0.1,0.8,0.3
595,0.1,1.2,0.1
595,0,0.8,0.1
590,0,1.6,0
590,0,1.9,0
590,0,1.8,0.1
590,0,1.2,0
590,0,0.8,0
590,0,0.5,0
590,0,0.4,0
590,0.2,0.4,0
590,0.1,0.2,0.1
600,0.3,0.2,0.2
600,0.2,0.2,0.2
600,0.2,0.1,0.1
600,0.1,0.1,0.2
600,0.7,0.1,0.2
590,0.8,0.1,0.8
600,0.3,0.1,0.5
610,0.1,0.2,0.2
610,0.5,0.3,0.1
620,0.4,0.2,0.2
620,0.1,0,0.3
615,0,0,0.2
615,0,0,0.1
610,0,0,0.1
610,0,0,0
610,0,0,0.1
620,0,0,0.1
620,0,0,0
650,0,0,0
650,0,0,0
675,0,0,0
670,0,0,0
650,0.1,0,0
650,0.2,0.1,0.1
635,0.1,0.1,0.2
655,0.1,0.1,0
725,0.4,0.1,0.3
745,0.2,0.1,0.2
715,2,0.8,0.2
680,1.6,0.8,1
665,1,0.5,2.4
680,0.9,0.3,0.4
665,0.8,0.6,0.4
640,1.3,0.7,0.7
625,1.3,0.8,0.7
610,1.2,0.6,0.5
610,1,0.2,0.3
610,0.7,0.1,0.3
610,0.4,0,0.1
610,0.8,0,0
610,0.6,0,0
610,0.3,0,0
630,0.3,0,0.1
630,0.2,0,0.2
650,0.1,0,0.2
650,0,0,0.1
645,0,0.1,0
640,0,0.1,0
640,0.1,0.1,0
630,0.1,0,0
630,0.1,0.1,0
620,0.2,1.3,0.3
620,0.8,1.9,1.3
630,1.3,1.8,1.4
630,0.9,0.7,1
630,0.3,0.1,0.5
625,0.1,0,0.3
625,0.4,0.3,0.1
620,0,0.3,0.1
620,0.8,0.6,0.6
620,0.6,0.5,0.6
645,0.6,0.4,0.5
700,0.6,0.6,0.6
725,0.9,0.6,0.4
740,0.5,0.4,0.2
745,0.2,0.8,0.1
745,0,0.4,0
735,0,0.1,0
720,0,0,0
705,0,0,0
690,0,0,0
680,0,0,0
670,0,0,0
665,0.1,0.3,0
655,6.5,2.8,1.4
650,7.7,4.3,1.5
645,6.3,5.2,3
645,4.7,6.2,2.4
645,3.5,3,2.1
670,2.3,1.5,1.2
775,2.2,0.7,1.8
765,2.6,0.4,2.3
730,3.3,0.5,3.1
700,4.2,0.5,4.1
695,5,0.6,4.9
690,4.6,0.5,4.8
690,4.7,0.3,4.9
690,1.7,0.6,3
675,1.6,0.4,2.7
670,1.2,0.2,1.8
670,1.9,0.1,1.8
665,0.9,0.2,1.3
665,0.5,0.1,0.7
660,0.3,0.1,0.5
650,0.1,0,0.2
650,0.1,0,0.2
645,0,0.1,0
645,0,0.2,0
640,0.1,0.4,0
640,2.7,1.1,0
640,1.1,0.6,0.1
635,2.9,1,1.5
635,5.2,2.8,1.7
635,1.4,3.1,1.2
645,0.3,0.6,0.2
660,0.2,0.4,0
660,0,0.2,0
660,0,0,0
660,0,0,0
660,0,0,0
675,0,0,0
685,0,0,0
695,0,0,0
700,0,0,0
700,0,0,0
695,0,0,0
690,0,0,0
685,0,0,0
685,0,0,0
680,0.1,0.1,0
680,0.2,0.1,0
675,0.2,0.2,0.1
670,0.1,0.2,0.1
665,0.6,0.6,0
660,0.3,0.7,0
655,1,2.3,1.7
650,6.4,1.3,2.9
650,1.2,0.1,0.3
645,0.2,0.2,0.1
650,0.2,0.1,0.2
685,0,0.1,0.5
660,0,0,0.1
640,0,0,0
640,0,0,0
640,0,0,0
700,0,0,0.1
750,0,0,0.2
790,0,0,0.1
810,0,0,0
820,0,0,0.1
825,0,0,0.1
825,0,0,0.1
820,0,0,0.1
805,0.1,0,0
785,0.1,0,0
765,0.9,0,0.1
750,0.6,0.1,0.4
730,1.2,0.8,0.4
725,0.5,0.2,0.2
750,1.9,2,2.2
740,3.9,0.4,1.1
725,0.3,0.1,0
710,0.1,0.1,0.1
700,0,0,0
700,0,0,0
680,0,0,0
665,0,0,0
660,0,0,0
650,0,0,0
645,0.5,0.1,0.1
645,0.1,0.1,0
675,0,0.1,0
765,0,0,0
725,0,0,0
725,0,0,0
725,0,0,0
720,0,0,0
705,0.2,0.1,0
695,0.1,0.1,0
680,0,0.1,0
670,0,0.1,0
670,0.6,0.7,0.6
665,0.2,0.1,0.1
660,0.8,0.1,0
660,3,0.4,0.2
660,0.8,2.4,0.1
655,0.2,1,0
655,0,0.2,0
650,0,0,0
645,0,0,0
640,0,0,0
640,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
645,0,0,0
660,0,0,0
670,0,0,0
670,0,0,0
665,0,0,0
660,0,0,0
650,0.1,0.1,0
645,0.1,0.1,0
640,0,0.1,0
640,0.1,0.1,0.1
635,0.4,0.1,0.3
635,0.3,0.3,0
635,0.6,0.4,0.1
630,2,0.3,0.3
630,0.2,0.1,0
635,0,0.1,0
630,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0.2
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
620,0,0,0
625,0.1,0,0
630,0.1,0.1,0
630,0.1,0.1,0
630,0,0.1,0
630,0.1,0.1,0
630,0.1,0.1,0
630,0.1,0.1,0
630,0.1,0.1,0
630,0,0,0
630,0,0,0
630,0,0,0.1
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
680,0,0,0
685,0,0,0
685,0,0,0
670,0.1,0.1,0
660,0.1,0,0
650,0.1,0,0
645,0,0.1,0.1
635,0.5,0.1,0.4
635,0.7,0.4,0.4
640,0.9,0.6,0.1
640,0.1,1.3,0.5
630,0,0.7,0.1
630,0.2,1.3,0.3
625,0.1,0.3,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
640,0,0,0
675,0,0,0
710,0,0,0
725,0,0,0
725,0,0,0
720,0,0,0
705,0.1,0,0
700,0,0,0
690,0.5,0.2,0
680,0.5,0.2,0
665,0.1,0,0.1
660,0.5,0.2,1.6
650,3.7,0,1.5
650,0.4,0,0.2
640,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
635,0.2,0.1,0.1
635,0.1,0.1,0
630,0,0.1,0.1
630,0,0,0
630,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0.1,0
625,0.1,0.1,0
625,0.1,0.1,0
625,0.3,0.1,0.1
625,0.3,0.1,0.1
620,0.7,0,0.4
620,0.2,0,0.1
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0.1
615,0,0,0
615,0,0,0.1
615,0,0,0
615,0,0,0
615,0.1,0,0.1
620,0.1,0.1,0.1
620,0.1,0.1,0.2
620,0.1,0.1,0.1
620,0.1,0.1,0
620,0.1,0.2,0
620,0.4,0.3,0
615,0.3,0.1,0.2
615,0.2,0,0
615,0.3,0,0.1
615,0.2,0,0.1
615,0.1,0,0
615,0,0.1,0.1
615,0,0,0
615,0,0,0
615,0,0,0
630,0,0,0
625,0,0,0
620,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
620,0,0,0
640,0,0,0
645,0,0,0
640,0,0,0
635,0,0,0
635,0,0.1,0
635,0,0.1,0
625,0.1,0.1,0
620,0.1,0.1,0
615,0.1,0.1,0
610,0,0,0
610,0,0,0
610,0,0,0
620,0,0,0
620,0.1,0,0.1
620,0,0.1,0
620,0.1,0,0
620,0,0,0.1
620,0,0,0
620,0.1,0.1,0.3
620,0,0,0.1
615,0,0,0
615,0,0,0.1
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
620,0,0,0
620,0.1,0,0.1
620,0.1,0,0
620,0.1,0.1,0
650,0.2,0.1,0
675,1.4,0,0.8
640,0.2,0,0
625,0,0,0
620,0.5,0,0
620,0.2,0,0.1
620,0,0,0
620,0,0,0
620,0,0,0
615,0,0.1,0
615,0,0,0
615,0,0,0
615,0,0,0
615,0.1,0.1,0.1
615,0.1,0,0.1
615,0.1,0,0.2
615,0,0,0.1
610,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
615,0.2,0.1,0
615,0.1,0,0.1
630,1.5,0.1,0.2
625,0.6,0.3,0.1
615,0.1,1.9,0.1
615,1.9,5,1.8
615,3.1,2.3,2.9
615,1.3,1.4,0.4
615,0.3,0.7,0.4
615,0.2,0.1,0.3
615,0.2,0.5,0.1
615,0.1,0.6,0
615,0,0.5,0
615,0,0.1,0
615,0,0.1,0
620,0,0,0
625,0,0,0.1
620,0,0,0.1
620,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0.1
600,0.1,0.1,0.2
610,0.5,0.2,0.3
605,4.7,0.8,3.4
605,1.2,3.8,0.4
605,0.8,0.2,0.2
610,3.3,3.6,1.4
605,3.3,2.9,3.2
615,1.8,0.6,4
620,1.6,0.4,3.8
620,0.5,2,0.4
625,0,1.9,0
640,0,0.2,0
660,0,0,0
700,0,0,0
715,0,0,0
725,0,0,0
735,0,0,0
750,0,0,0
770,0,0,0
775,0,0,0
775,0,0,0
765,0,0,0
755,0,0,0
735,0,0,0
715,0.1,0.1,0
700,0,0.1,0
690,1.7,1.5,0
680,1.2,0.2,0
670,0.4,1.6,0.1
660,0.2,0.1,0.1
655,0.9,0.7,1.7
650,1.6,0.5,1.9
645,1,0.3,0.8
645,0.3,0.1,0.2
640,0.1,0,0.1
640,0,0,0
640,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0.1
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0,0,0
610,0.1,0,0.1
610,0.1,0,0.1
610,0,0,0.1
610,0.1,0.1,0
610,0.1,0,0.1
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0.1,0
610,0,0,0.1
610,0,0.1,0
610,0,0.1,0
610,0.1,0,0.2
610,0.1,0,0
610,0,0,0
625,0,0,0
625,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
620,0.1,0.1,0
620,0.1,0.1,0
615,0.1,0.1,0
615,0,0.2,0
615,0,0,0
610,0.1,0,0
610,0.2,0,0.3
610,0,0,0.1
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
605,0,0,0
610,0,0,0
605,0.1,0,0.1
610,0.1,0.1,0.1
610,0.2,0.2,0
610,0.3,0.2,0.2
610,0.1,0,0
610,0.2,0.1,0.1
605,0.3,0,0.2
605,0.1,0,0
605,0,0,0.1
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0,0
620,0.1,0,0
635,0.1,0.1,0
640,0.1,0.1,0
635,0.2,0.1,0
630,0,0.1,0
625,0.1,0,0
620,0.1,0,0
615,0,0,0
615,0,0.1,0.1
610,0.1,0,0
610,0,0,0
610,0,0,0
600,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0.1
610,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0.1,0,0
610,0.1,0,0
610,0.1,0,0.1
605,0.1,0.1,0
605,0.1,0.1,0
605,0.1,0.1,0.1
600,0.1,0,0.2
600,0.1,0,0
600,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
600,0,0,0.1
600,0,0,0.1
600,0,0,0.1
600,0.1,0,0.2
600,0.2,0.1,0.1
600,0.2,0.2,0
600,1,0.3,0.3
600,2.3,0.4,1.9
600,0.4,0.2,0.2
600,0,0.3,0.1
600,0.2,0.3,0.1
600,0.1,0,0.1
600,0.1,0,0.2
600,0.1,0,0.1
600,0,0,0.1
600,0,0,0.1
600,0,0,0.3
600,0,0,0.2
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
590,0,0,0
590,0.1,0,0
590,0.1,0,0.1
590,0.2,0,0.2
590,0.1,0,0.1
590,0.7,0,0.2
590,1.8,0.8,0.1
590,1.9,0.8,0
590,0.1,0.2,0.1
590,0.4,0,0.1
590,0.1,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
595,0,0,0.7
595,0.2,0,0.8
595,0.5,0.1,1.1
620,1,0,1.1
625,0.8,0,0.9
640,0.6,0.1,0.6
660,0.1,0,0.3
670,0,0,0.1
670,0,0,0
665,0,0,0
655,0,0,0
650,0.2,0.1,0.1
640,0.3,0.3,0.2
630,0.6,0.1,0
630,0.5,0.6,0
630,0.3,0.2,0.1
635,2.1,0.9,1.6
630,0.5,4.3,0.5
625,0.3,3.7,0.3
620,0.4,0.9,0.1
620,0.2,1.1,0
615,0.4,0.8,0.1
615,0.4,0.2,0.3
615,0.2,0.1,0
615,0,0,0
615,0,0,0.1
615,0,0,0.5
620,0,0.1,0.7
620,0.1,0,0.5
625,0.1,0,0.5
625,0,0,0.3
625,0,0,0.1
620,0,0,0
615,0,0,0
620,0,0,0
610,0,0,0
610,0.1,0.1,0
610,0.2,0.1,0
605,3,0.6,0
605,2.7,0.2,0
605,2.7,2.5,0.3
605,4.5,7,3.2
605,1.7,2.7,1.7
600,1.1,2.2,0.6
640,0.4,1.7,0.2
665,0.2,1.2,0.1
670,0.2,1,0.1
665,0.1,0.3,0
660,0,0.2,0
655,0,0.3,0
660,0,0.3,0
665,0.3,0.1,0.4
680,0.2,0,0.4
695,0,0.1,0
710,0,0,0
710,0,0,0
710,0,0,0
695,0,0.1,0
685,0,0.3,0
670,0,0.2,0
665,0.2,0.2,0.1
665,2.2,0.1,2.5
660,2.8,0.1,1.9
645,4.3,2.7,2.6
645,4,6,1.6
735,2.7,2.7,2.9
745,0.6,0.9,0.8
750,0.1,0.2,0.2
765,1.2,0.3,1.5
785,2.9,0.2,4.1
785,0.4,0.1,1.6
